,branch,cache,IPC,context,faults
0,0.02087613202582849,0.1931619136605487,0.9409341995128846,4.3768084645453443e-07,2.9219235026044603e-06
1,0.02107699648282997,0.18971794368855355,0.965055686069872,4.6186646596751463e-07,1.913889581882455e-06
2,0.020685296561124576,0.19108863136172877,0.9315260548455154,4.381827068937038e-07,2.3817078549539415e-06
3,0.02086841616434496,0.19363243015477782,0.9580009976132304,4.4585309023374734e-07,2.1003434032423823e-06
4,0.021415599782869173,0.19851350208893434,0.7893718939355439,3.7345889460412123e-07,1.8297004645642265e-06
5,0.02105382545700485,0.2013319923112464,0.8685387766908114,3.973629130399539e-07,2.0517838086521693e-06
6,0.021409668843267206,0.1992926988413639,0.802283483096024,3.8439652954567655e-07,1.7599456745865584e-06
7,0.02073940565957496,0.1921031936166864,0.9483422295455683,4.5038473146816035e-07,2.527483842106271e-06
8,0.020891317838252613,0.19296175985911848,0.960202055614896,4.575451308465207e-07,2.2931964400344587e-06
9,0.02082054922655815,0.1953875901418787,0.9718354664413941,4.6612106253453484e-07,1.899620956380973e-06
10,0.02086456112524101,0.1947153328819538,0.975657039435009,4.733129180453823e-07,1.6290473380890386e-06
11,0.020916676034253387,0.19868340318224373,0.9152789783290003,4.3672355887127466e-07,1.5884236199512954e-06
12,0.020741567358275034,0.19614493558412485,0.9904937279197708,4.4841679353829854e-07,1.8045490302858288e-06
13,0.02105957987443148,0.19439460338721562,0.865563079630538,4.1007275533888926e-07,1.9966298059163788e-06
14,0.020493922774817437,0.1915362732868012,0.9904222524201587,4.5454155923002486e-07,2.5429904578554262e-06
15,0.02127600462407352,0.1915405913029647,0.9553092129172562,4.4299613639318496e-07,2.191577295098785e-06
16,0.02130761314819298,0.19853378427627733,0.8001704967644061,3.656485023919357e-07,2.5893851147849435e-06
17,0.020901196028677287,0.18757890235124497,0.9643091161175807,4.3953558759809045e-07,2.2106090089485512e-06
18,0.02114052017637448,0.19352130419286123,0.9328106290989923,4.288471965737798e-07,2.4053787240117405e-06
19,0.020667581545352753,0.19878926267441582,0.9021474299032901,4.2307317191243385e-07,1.9326575065594288e-06
20,0.021331289470849436,0.1968046347813575,0.9453787131307839,4.3684818524637936e-07,2.2307983675074337e-06
21,0.02072101699026571,0.19098224219545545,0.9608314709489937,4.4378296588556525e-07,2.545583466639196e-06
22,0.021146567125416585,0.19079363388071494,0.8985912934447102,4.215794980249403e-07,2.721468156006457e-06
23,0.02110789637974371,0.1958917768634521,0.9710650949734219,4.555024793890305e-07,2.087866855955846e-06
24,0.02072299603855195,0.19326570791790992,0.9622511968642806,4.47644805899041e-07,2.1812626339794844e-06
25,0.0211349792664363,0.20145028182230804,0.8321139260935806,3.7920241731099375e-07,2.291570160285862e-06
26,0.021019275245348218,0.1935141721865659,0.8835100453434463,3.962457391524818e-07,2.6221772599289883e-06
27,0.02090975264390211,0.18662523991174082,0.9943757749654829,4.652581481103452e-07,2.2924833309324583e-06
28,0.020685969000184334,0.19287816497181337,0.9521891082944813,4.414627188187488e-07,2.2004379729036057e-06
