,Duration,Throughput,s1branch,s1LLCload,s1L1dcacheload,s1dTLBload,s1iTLBload,s1cache,s1IPC,s1context,s1faults,s1bus,s2branch,s2LLCload,s2L1dcacheload,s2dTLBload,s2iTLBload,s2cache,s2IPC,s2context,s2faults,s2bus,s3branch,s3LLCload,s3L1dcacheload,s3dTLBload,s3iTLBload,s3cache,s3IPC,s3context,s3faults,s3bus,s4branch,s4LLCload,s4L1dcacheload,s4dTLBload,s4iTLBload,s4cache,s4IPC,s4context,s4faults,s4bus
0,75.565,20053.0,0.02251586866307012,0.2983171188567112,0.09196316923879355,0.004764387208345112,0.4155502635611182,0.26512824873077706,0.49988345130342293,1.1432392137789593,1.7060079424577212,2978.267864001676,0.023455109664784483,0.2816636195265524,0.09573310458130105,0.004910706130622478,0.4822706239816899,0.25696385469155336,0.5278949919285929,1.1646349836632706,1.490395969858806,3139.2822853527614,0.02277837264643992,0.3121302833442415,0.09552753695113066,0.004471912804841971,0.4200308577105406,0.26320957938249556,0.5277351685559141,1.1402426158828178,1.3779022746221963,3053.3743310837285,0.023935822411809624,0.2992676735177836,0.09182686974163305,0.004627791839020247,0.40222750147417147,0.25695806931858384,0.5060118101351149,1.040279338547597,1.369605460957362,2835.359321171198
1,91.232,16609.0,0.021031287325777023,0.4763294446656715,0.11148853060469589,0.004289369359252607,0.3307780527951609,0.37222766489782766,0.42868108044351816,0.8494555146441259,1.186298334011393,3705.5982236360524,0.021931354729963,0.4461073452559736,0.11183396367999225,0.00411216666306554,0.34222267704792925,0.362141641796374,0.48349413812147735,0.6876950810268954,1.3725951525447162,3232.116472457548,0.020872002346484654,0.4614280183545972,0.11870019411594582,0.003774697909156657,0.2980202423631509,0.373919456761891,0.44294490958643995,0.8078504630676091,1.3761131649890568,3608.051988090771,0.020586875269275433,0.4530927802748726,0.12098338425244749,0.0035917887211207684,0.30232588760758916,0.3572916169998894,0.4700964974793317,0.7866671768532849,1.1831837499188387,3467.3535152713253
2,91.232,16609.0,0.0236238022764471,0.31877694821589475,0.09466851208497361,0.0038456316348883953,0.3311202316638517,0.25775233688320076,0.5316704334375832,1.0446915756878938,1.5171637570525658,3068.3957920113,0.023648203384882653,0.30472978164317416,0.1002991387280989,0.004638400837221829,0.3674224453902138,0.25929001324399853,0.5020307558977765,0.9842287290787733,1.5139929244248596,3079.80658261604,0.023410797970762794,0.32518002814111757,0.09462910303716332,0.003988605352095314,0.3794554639972851,0.25623793139787804,0.495292558279403,0.9998172161662383,1.5199396839643473,3027.937235411837,0.02328916524270497,0.32272357954043346,0.0896235074237566,0.0044373129623976005,0.3906631633920789,0.2682326358615819,0.4898780714259293,1.0461540307586925,1.3599018546499462,2944.274119140682
3,57.897,26172.0,0.02400401081582247,0.3089414786085465,0.08688237173755575,0.004591973443399933,0.5002524893375473,0.2712318078775583,0.59260486721789,0.989726123662848,1.382567167819728,2537.5816521233837,0.02356440814917469,0.2973192036137845,0.08643402411225677,0.0051370298709979955,0.6200803724509063,0.28374883977860266,0.5719679524021776,0.9349773450450641,1.347355707161456,2481.1354551715635,0.022834608218839918,0.2972855469469718,0.08898676413270123,0.005057466161596769,0.49944512190991347,0.2646308320312565,0.6284604593720102,0.903508187766627,1.3010743554355273,2541.133235208427,0.023062469713223958,0.2985653333052389,0.08597612254522581,0.004282018015454717,0.4331938472207837,0.27539024033549697,0.5853073864330826,0.909824424223753,1.2899753109878989,2458.2822774077385
4,91.017,16648.0,0.022317522779569086,0.311818454304484,0.09798654950962986,0.004120310984558928,0.30146907775067056,0.2637401049491338,0.5417749678670933,1.0085730143557712,1.1330484362311144,3142.8541831550356,0.02216298281935652,0.3336398196284911,0.10034560404716245,0.004336038475414218,0.3352592405705441,0.257771216861077,0.5200491264457343,0.9083639601656831,1.101095344050582,3113.809688511835,0.02217285576415218,0.3126290212941676,0.09432100555428738,0.004261680322158926,0.34724208484487307,0.26287537161147306,0.5499775302967609,0.9308058661795847,1.0562642997701697,2983.3817676868794,0.023930175256716337,0.3201932802647437,0.09613564206760532,0.0037868125054676873,0.3355122120091133,0.2748668283722535,0.5247702491985096,0.7671926552661013,1.1492447611318375,2810.9451157513936
5,74.384,20371.0,0.022783550306857643,0.31732783300969236,0.10084037628596441,0.004081579568819047,0.3301958798701233,0.2770055553354933,0.4820014663442744,0.905242745749645,1.3078128021595603,3124.2620740438388,0.02287898587004455,0.3204275002501956,0.10628508876121268,0.004739650023902263,0.38523312153876144,0.2771315761092671,0.4930265941264779,0.8969976395252263,1.3545321138467854,3335.4915552254674,0.02319376628286196,0.3410724258535852,0.10545828673903053,0.004000123146470229,0.3434756423252397,0.2737685516539136,0.49194511913702527,0.8337737612603942,1.3893632267646732,3153.516458382826,0.022195523155106447,0.3044796648869742,0.10395057713436631,0.004279436070213638,0.3955029621022539,0.25754673537588413,0.5144228224710163,0.8563447594482794,1.2375099190443752,3064.601896654036
6,70.74,21420.0,0.022693876737296774,0.29703396682418587,0.09231053566223553,0.004135018419181975,0.2893480160250052,0.2502429166316558,0.5413177804939814,1.0817111288705519,1.2274369570722936,3186.833247549735,0.023058184029570754,0.28902800756181424,0.09244771995698067,0.004795464713928176,0.43972713470404173,0.24948781312534568,0.5451355412985326,1.0391394574340982,1.004189700115629,3028.154088460855,0.02286512044040753,0.30849271360797526,0.08982265175972641,0.0035755522513594568,0.2998080345137273,0.25837958934275157,0.5499579139073437,0.9621741148263991,1.2852320959060943,2955.5790084082173,0.023071950078573843,0.30556999268384516,0.09318935291128513,0.004606960729737187,0.3738239323332763,0.24464989206120655,0.5355683835269626,0.9851907238992159,1.132733717600763,3060.889042839103
7,72.244,20974.0,0.022502036037333358,0.3087786956377831,0.09481019133866317,0.004874038859059767,0.46719025939559633,0.2693655949407824,0.5428295313361409,1.257757088985244,1.5237739850617968,3052.2793133438804,0.023397122536393925,0.29778254155845657,0.09327274575348823,0.004480278306890452,0.3536469542647124,0.2623891505434304,0.545516166408768,1.13101640513531,1.5168135281360564,3127.341706600195,0.023958555665513172,0.29068448669337293,0.0931962703040029,0.004111628172470858,0.3600418076341753,0.25626903538558865,0.5282971339594881,1.0019729931492234,1.6556353792454364,3168.351611326096,0.02301995358956412,0.29787567368157974,0.09168914111293995,0.003936811300837041,0.3362072861446237,0.2537458260191381,0.5512071940702096,1.0842772485446648,1.4264362051508646,3032.045388003745
8,74.575,20319.0,0.022398795409437053,0.31082564284294434,0.10724750703909902,0.004814570183278156,0.3896416810996727,0.2697388818629113,0.49743336922231224,0.9784251644488888,1.4764327591019515,3355.443688150681,0.022350424675545693,0.33589640229357126,0.10605824410118785,0.0046842436835783105,0.4163930016741937,0.2813214093205314,0.5006491666694411,1.0025515471956894,1.374730188128483,3094.8995858215253,0.02236985625503926,0.32002493539754323,0.1063260884473441,0.004640701528761044,0.3886326930308858,0.27398662249910355,0.5084530016825015,1.0234087302081525,1.4895115457844457,3218.41538956011,0.02269641946033077,0.3198133446258083,0.10528333777883164,0.005540226037656599,0.4552132313155162,0.258489421192305,0.5208114668283147,0.9694212327560701,1.3528821785369214,3181.50336866294
9,105.534,14358.0,0.021545138948231367,0.4123488909301986,0.10718671240732074,0.003985476527013589,0.307138507542173,0.31918759253176,0.45480238381948723,0.6839440498837855,1.1340856464320381,2954.4912455283866,0.02377281042455802,0.388289745027793,0.10057674934423928,0.004318927709250034,0.33362091701818686,0.3327586794173575,0.4440924132123102,0.6296982239330357,1.0371597930939862,2679.8574804079435,0.020945247295292662,0.41344811762990963,0.11249420403985605,0.003926337833995342,0.31855059003645714,0.34152274285370887,0.4644090066902216,0.6931171973887295,1.1957242943507163,2927.9016295960782,0.021591862434383192,0.3947237913381406,0.10861870815574097,0.0036801121067602787,0.28300466421694964,0.33996757178628784,0.4623964269477262,0.7469859545937736,1.1069759882827641,2891.8412449958537
