,branch,cache,IPC,context,faults
0,0.03748333637606485,0.1923549221068229,0.4715395340566477,1.2164410701890154e-06,3.849723941310172e-06
1,0.037308454938539536,0.19742063586282496,0.4727437540973953,1.3788494874795732e-06,4.235669245157046e-06
2,0.03715198973961996,0.1916038518770571,0.49907561408417594,1.341839093579292e-06,4.1506640510913915e-06
3,0.036552104121571546,0.1890991202880425,0.4958345994232609,1.3435491671633877e-06,4.1103287620208135e-06
4,0.036200415256995536,0.19719594914269575,0.49037086895882165,1.2430820304294235e-06,3.915297831351077e-06
5,0.03546296289383571,0.18773132079845778,0.496429664259294,1.28353649509959e-06,4.258739532819038e-06
6,0.0373184990266028,0.19154287725435817,0.4420860766052601,1.2110661909211641e-06,3.5117672429723383e-06
7,0.03694921580634155,0.1929895135606438,0.5136573558620097,1.3620551574813338e-06,4.387285059590567e-06
8,0.03592388213817693,0.19937014382932572,0.526769487414125,1.3256167799908744e-06,4.576031925930646e-06
9,0.038180150298225184,0.18436444922540393,0.41731237332951465,1.2286630119953626e-06,3.544581142217835e-06
10,0.035939614414025094,0.19481648365855436,0.43788653593305615,1.1907967138602978e-06,3.6364645024419657e-06
11,0.03623778785916526,0.1965786179371006,0.4771117640401724,1.27299213673266e-06,3.923737611367147e-06
12,0.03545879155005416,0.20071361152263936,0.47644457914486427,1.2521853373779162e-06,4.231430893873093e-06
13,0.03548120052367602,0.18064615561770384,0.5052202496030395,1.3296446547005383e-06,4.4683824799575664e-06
14,0.043631758255114325,0.08333529518934026,0.4382085365003862,1.3012510454092032e-06,5.840751741393155e-06
15,0.036055472099120474,0.18540610276608321,0.5074236070496718,1.3327835772850706e-06,4.09271894848781e-06
16,0.03751001371485255,0.196228299350371,0.4656567964463338,1.210333773880151e-06,4.025000340806623e-06
17,0.03690133599433001,0.18109037579035936,0.4532792054672081,1.2098583408369828e-06,3.9972550323941145e-06
18,0.03510014901643097,0.1907884158545494,0.49495905760027836,1.3171900183091838e-06,4.4802530194965486e-06
19,0.03655108617308649,0.1929695714254841,0.4843722331780681,1.2868066760571823e-06,4.034010700138502e-06
20,0.03541049593430739,0.19556636016023227,0.4999571146724273,1.3117360905818842e-06,4.483273439873128e-06
21,0.03555083937681278,0.18695244875437622,0.4456715532935982,1.1385253051400158e-06,3.775007389899746e-06
22,0.035865948522337154,0.19241193890121347,0.4593084017353927,1.1910433743059099e-06,4.1649114254997155e-06
23,0.03554599749491433,0.18813975196698696,0.5063430973352121,1.3210530844574584e-06,4.6407822096745345e-06
24,0.03686026441496909,0.18781664871417983,0.4550764649574647,1.2887727266499373e-06,3.942733862954957e-06
25,0.0372543111227299,0.18767526243129762,0.4775926689672769,1.2919341312124008e-06,3.933849578844939e-06
26,0.038159291364237666,0.1817156987421915,0.47927796855386745,1.4177224191044748e-06,4.416834796293725e-06
27,0.03592141213598641,0.18327611600796231,0.5056635328316884,1.3890853231780275e-06,4.583626660042889e-06
28,0.03730869740354388,0.19048367675327338,0.45626379330162903,1.2176575090352352e-06,3.680392182286647e-06
29,0.03564137540189474,0.19287045389864232,0.4872608029652503,1.216397591096864e-06,4.091530904212415e-06
30,0.03649845553299534,0.19095431574945648,0.5004719241058955,1.284677149219483e-06,3.999727948675897e-06
31,0.03711341678748139,0.18425381806526744,0.4959913346353174,1.3343855832054807e-06,3.925511007540413e-06
32,0.03746627253503918,0.18783180345361464,0.45202187396179033,1.2045444982667484e-06,3.4200432559575104e-06
33,0.036684514643665185,0.19083854806529402,0.5013590889075814,1.2657416638575123e-06,4.281457482746282e-06
34,0.03703087497607752,0.18982059776684812,0.48725134147279137,1.323102869185458e-06,4.22042706872798e-06
35,0.03602329039581914,0.19593548801735372,0.47080318879990624,1.2692673029720083e-06,4.26569871748266e-06
36,0.0364610106950483,0.18874861637350912,0.4892302234548253,1.3265822627034714e-06,4.318940352787895e-06
37,0.03699704029989748,0.19319734551406723,0.45131561781105367,1.2964717846002077e-06,3.688623436534259e-06
38,0.03643332490918498,0.18865108263443855,0.49802893719387575,1.289500431668628e-06,3.940933886984554e-06
39,0.035993522022090454,0.19093022122752168,0.5080692662535158,1.33557181299196e-06,4.372932421387899e-06
40,0.03596236657137923,0.19039600551960983,0.46813757788559485,1.2802816993039777e-06,4.276912104004219e-06
41,0.036591591809479455,0.19037894717317794,0.5058391138018009,1.4201971377181246e-06,4.87147474670281e-06
42,0.035975994272523695,0.18692209817802136,0.48904290881511914,1.2910395809674103e-06,3.8877308191037295e-06
43,0.03671833517764305,0.18587261648466866,0.44334882455548164,1.168852506840931e-06,3.53376506771808e-06
44,0.036687570119082226,0.18510707774527074,0.4554544910262726,1.3175546499052298e-06,4.139879929595431e-06
45,0.03563222057906824,0.19502486706738265,0.49295224208473754,1.2915539377017796e-06,4.349362570507154e-06
46,0.03707975434404222,0.1879826996913174,0.453753008197273,1.2476765755628328e-06,3.6378578964952907e-06
47,0.03589803574293554,0.19445810136425673,0.4954924148910855,1.319022073992715e-06,4.376034746085635e-06
48,0.0369195016748087,0.1881205451538251,0.5040220533644562,1.3061073154110603e-06,4.4825156327953595e-06
49,0.03550933368716523,0.19482480659238588,0.45855411161026816,1.1868513187602987e-06,3.888822096612176e-06
50,0.03637015491824518,0.19125991296025252,0.5162730897539154,1.3789403505799563e-06,4.620811304105282e-06
51,0.036466619574429475,0.19090262853891268,0.47336802429334285,1.267371289329678e-06,4.217026333919577e-06
52,0.03576729293333833,0.1957627638451519,0.48858899775998693,1.3470996004975876e-06,4.216137719149471e-06
53,0.03470286895793195,0.18704984067267508,0.4496367875136972,1.0756213614393753e-06,3.835241417154271e-06
54,0.03569317254237304,0.20154031415218066,0.5102815053292268,1.3038549239591488e-06,4.474285371686112e-06
55,0.03647674413331711,0.18776281082050472,0.4858827925850593,1.3451118928944202e-06,4.288359571955988e-06
56,0.03758074930214415,0.1940304859462168,0.44344786098331773,1.2443557191125814e-06,3.614906789325157e-06
57,0.037209146476756154,0.19059382637079222,0.4849811390607875,1.255242930009554e-06,3.7473302794056398e-06
58,0.035397375989517296,0.19932186571722546,0.4774982163909488,1.2924718718127802e-06,4.231147825140401e-06
59,0.03676553639686658,0.19124734410646396,0.4829465472165679,1.226295250657601e-06,3.92197176827936e-06
60,0.036032069726791766,0.19665432155106105,0.520879366748924,1.3364508038344877e-06,4.713471591703573e-06
61,0.03704022881672138,0.18591455836903606,0.49994485373487396,1.3423621624401533e-06,4.141321213989751e-06
62,0.037973184482690873,0.18643336313121558,0.4814048218388969,1.3307804220632858e-06,3.8234318476652695e-06
63,0.03527369141678185,0.19518225019793722,0.5296374787960412,1.369217783192652e-06,4.6512478880644835e-06
64,0.036209200404685365,0.19547601610819515,0.4840342159300779,1.2407846674545653e-06,4.1387865008626665e-06
65,0.0367221381858722,0.19356991580283345,0.40312091213189993,1.1077054769385718e-06,3.733503386815342e-06
66,0.03826530838228441,0.18479357233613997,0.49518647830713886,1.3697611430890293e-06,4.128551068753575e-06
67,0.03555234554978111,0.18512501267612808,0.48371892927376936,1.302105476079364e-06,4.177296445406332e-06
68,0.03501225795793994,0.19370476715027157,0.5063172500395466,1.2171466192606392e-06,4.265294071055136e-06
69,0.03617412624419316,0.1863249239803939,0.4941421390726381,1.3275517773111183e-06,4.404323232130147e-06
70,0.03723403721018966,0.18796085116896288,0.47188139489487657,1.2667375482709882e-06,3.8890478387299e-06
71,0.03572751564549109,0.18921809425022218,0.4860997943902095,1.2631365411777002e-06,4.2323923033928505e-06
72,0.036550564067916444,0.190349520413995,0.5063818937367275,1.2795242937031192e-06,4.358003123735885e-06
73,0.03771693826053764,0.1887755035832796,0.47072777735158294,1.2721211576112432e-06,3.5905000229346336e-06
74,0.03688863539689518,0.193059899316734,0.4778288949691611,1.3018920213647334e-06,3.8253623438366925e-06
75,0.02861716447737051,0.2756376446103112,0.5321452056168411,9.110196243035345e-07,4.566649577516118e-06
76,0.03757570484472654,0.18960453898567975,0.45155214093701385,1.2725348905374007e-06,3.6530828562401888e-06
77,0.032990340489093536,0.197295635260842,0.5851246882675766,1.321713830400567e-06,5.087679649284521e-06
78,0.03755601956559031,0.18336933589950305,0.48066746229846097,1.2837096219096407e-06,4.078562015367989e-06
79,0.0381306499544929,0.1917637222744534,0.4640879462054003,1.329330491035123e-06,3.77192888228561e-06
80,0.03665410239144184,0.1907803176920457,0.44350721544121907,1.1903686884908035e-06,4.073079682341414e-06
81,0.03521770037497995,0.19145616753596106,0.4830182751667116,1.258727346422655e-06,4.046606433676214e-06
82,0.03648885740853521,0.19750106971412926,0.49302195058182896,1.2495776667447185e-06,3.868215596082283e-06
83,0.03498409809098668,0.19249791113131723,0.4750854567029845,1.218332766552634e-06,3.817524452382534e-06
84,0.03413319086781296,0.18898378993649725,0.5220467883600641,1.2701369689913034e-06,3.980071678581098e-06
