,Duration,Throughput,s1branch,s1LLCload,s1L1dcacheload,s1dTLBload,s1iTLBload,s1cache,s1IPC,s1context,s1faults,s1bus,s2branch,s2LLCload,s2L1dcacheload,s2dTLBload,s2iTLBload,s2cache,s2IPC,s2context,s2faults,s2bus,s3branch,s3LLCload,s3L1dcacheload,s3dTLBload,s3iTLBload,s3cache,s3IPC,s3context,s3faults,s3bus,s4branch,s4LLCload,s4L1dcacheload,s4dTLBload,s4iTLBload,s4cache,s4IPC,s4context,s4faults,s4bus
0,37.057,323906688.0,0.011868054730634616,0.20852935110531445,0.04450241021884551,0.001434657805378696,1.1461260358297445,0.15016975913551442,1.0044086821026856,1.578200603282343,2.8149028003815597,31738.296463010323,0.01185187045838214,0.2023741589374201,0.04527286706793365,0.0016325799911833818,1.1587976396265574,0.1436015557837354,1.0686088457318437,1.6396122981284442,2.816330843690702,26180.79442041299,0.012659880906807227,0.197639564716014,0.045534861655611006,0.001384773397096678,1.0872338960459103,0.14012917157986657,1.0579928000523664,1.5123900414526776,2.347700351860639,23710.2621347405,0.012342456810708976,0.19684696499048335,0.04580051658482341,0.001467752792764525,1.3011348139209291,0.14161127166738371,1.046042622023313,1.6924595883602245,2.441180116324932,25097.862944334025
1,36.729,326799263.0,0.012130727840832519,0.20619522360489861,0.046585235596577235,0.0011658451755987996,1.2031496975870006,0.1482878633374229,1.0397118963934735,1.6512534279095397,1.802117042998918,30725.43470029376,0.012308251761541695,0.2084294438589624,0.04315566236665769,0.0014241379020924953,1.0800812226424719,0.14730737997267618,1.0487767096168408,1.7175658228523596,1.7741420116680215,26815.464747259422,0.013245951745272292,0.1984886397490773,0.04711800700901865,0.0014414300158123489,1.0076096027396453,0.1469287786340341,1.0556638053212264,1.6151714808153042,1.7388258965606114,23482.703233764907,0.012091002900273224,0.20710750349054166,0.04452563234189176,0.0012325647930685408,1.3557431058811487,0.1467204205008276,1.1038323779175276,1.7667042694833808,1.7533909168026118,26099.58383367715
2,37.709,318306243.0,0.012610782962950328,0.2017807696199496,0.044143791698175734,0.0014015788906053845,1.2366168335743106,0.1438572449076858,1.026433534003741,1.68719146117165,2.546872388073107,30650.85640949723,0.012887350910806505,0.19482222767272347,0.04554311809182791,0.001423556675600031,0.9921954985811546,0.14445045495109912,1.0891789331437827,1.686630163035641,2.390455949475719,25761.537551074063,0.012107557476084756,0.1974489576632417,0.04611504009378853,0.001617156639415068,1.165796021270714,0.14320184770738256,1.0728106915203102,1.4908010848192301,2.4193451655743625,25037.853757508397,0.011413319531611068,0.20743485655104088,0.04498645500455826,0.001448996824749757,1.2933206641598756,0.1473811159798031,1.0785974591222909,1.564305143034049,2.3877240048013992,24814.118866575758
3,37.146,323130623.0,0.011849713420362961,0.19636662056976556,0.044626708029235934,0.001148753914843039,1.1580753052723156,0.1449684494609948,1.051112640031747,1.6151727135626242,2.4144474415079893,30245.707013290943,0.012300335055461874,0.1951148144249096,0.04435713076550613,0.0012780785739396326,1.0973346168692173,0.14163117878326914,1.036298381862055,1.6217403666740493,2.360235828706759,25848.30089259998,0.012275488664282535,0.20259329127975673,0.046353535501129944,0.0014317303171058687,1.332978029417153,0.1439290678660373,1.0515186363688478,1.669722916987348,2.267306251339196,26629.136824076668,0.01196028388050133,0.19814228784633187,0.045658703733241685,0.001403001278594717,1.4368051408876183,0.14354688133564628,1.0532202828452883,1.6048438955798179,2.25416853601694,26317.922686446316
4,35.302,340009352.0,0.01163775415451661,0.20190039518785696,0.044659103085745895,0.001229250420547172,1.1123738827099163,0.14972711337975228,0.9957071978071308,1.581740382601878,2.5097621208461756,31351.2100353775,0.012732324720424702,0.19862651683167412,0.044698279400578814,0.0012564379114392,1.1069660479512835,0.14146436464047976,1.003215959433386,1.6285214486139399,2.0087075189588233,26276.752265447158,0.011720545102114274,0.20577295586890607,0.04613420681183591,0.0014241889098330503,1.0337779008906065,0.15141749955378223,1.0671322186984753,1.5762556875524607,2.104041566965651,27022.21830962989,0.012183833517066813,0.20868741385324177,0.04514718702654086,0.0013287022468114833,1.3072340276496046,0.15021573123313545,1.0238527510606672,1.6155554783620938,2.004007360644142,27982.525074681555
5,36.508,328777532.0,0.012153197970812655,0.20966644434302428,0.04477576975530015,0.0013899839739377647,1.2462361684110328,0.14415522587432358,1.0433787555429819,1.724095032955726,2.322743404805817,31072.420994505894,0.011695342475734932,0.20489592041119742,0.045344003653658954,0.0013995560318815982,1.072011759516451,0.14676621096527434,1.0838226769919113,1.8221324499174587,2.185925764161644,26574.55517823274,0.01234664798739094,0.1943982436015836,0.046999751260471054,0.0016333565703323916,1.2355117316925903,0.14472063068710034,1.0320131744960785,1.5877289393974328,2.408797264302341,25386.57738679409,0.012574193348382286,0.20709165555430759,0.04514582973705336,0.001417706756974278,1.21193410184351,0.1435784521538572,1.070308889907318,1.7531859386158317,1.9169197420129156,25626.063633686597
6,37.2,322661563.0,0.012455803177600854,0.2022366233900787,0.04609354754926758,0.001360846754203132,1.0997187341123964,0.14653877204488056,1.01737970838419,1.6341053165915131,2.071635217215304,31180.67213722216,0.012475271410272475,0.2053270197925194,0.04549839875397703,0.0015016971434238587,1.0554186975318804,0.14351454382192788,1.052137257397488,1.7425732605282604,1.9942271214918306,25913.840007338044,0.011866505552334981,0.1967705940841145,0.04620167236075126,0.0013968387889525917,1.1134338306143219,0.1466385696734007,1.045274153169209,1.6631779856988542,1.8243600929031152,27278.446765318873,0.011892482176171391,0.20724472850216505,0.04559372316382848,0.001529573175819763,1.30948910567053,0.14831867227651013,1.0495913758705333,1.6630811279172397,1.8272828481700898,25752.953798835973
7,38.337,313092055.0,0.011916330987859092,0.20654436974812376,0.045920887487499874,0.0015242143634207762,1.109337202219272,0.14978447087881894,1.001022222493483,1.605648682216779,2.4297762468302766,31161.425457457284,0.011937591880788107,0.19641945382281173,0.04474896985140584,0.0014678468772617687,1.0059063057754498,0.14078007603462353,1.12149404411805,1.6320325156656252,2.5353055291159494,25165.86307646919,0.012869407534645548,0.20370773456987631,0.045895806168119134,0.0015868949898415223,1.1435338839181919,0.1406353426797372,1.040553854738232,1.5875226713564672,2.5205824093994837,24384.931717902204,0.011927826743483217,0.19946716611743046,0.04398075216197158,0.0014309757749982057,1.3470635077291973,0.14355040457383056,1.1042827118250906,1.667794601749144,2.3712038678097076,25038.35673863082
8,37.043,324029105.0,0.011656145963838996,0.2120951885684443,0.04528042386791257,0.001471815540670497,1.1240923906094216,0.15298144100837494,1.0449124395003886,1.557173029469392,2.1558813999176247,31151.687205433736,0.012626432276750867,0.20527480229279602,0.0441600855748054,0.0014623681811343331,1.0423424253887115,0.1449254497713018,1.048124424946104,1.6618562725432129,2.1889176146664644,26084.789826352117,0.011213616556339703,0.20378628860704015,0.044788354639277196,0.0014306586446340044,0.9803729847070637,0.14998099361183262,1.0797601469610194,1.5704744184918407,2.107447817344797,25794.58202250876,0.011905781351807884,0.20675342726616452,0.04524946172428769,0.0013926208074899868,1.30537878189436,0.15044923332441276,1.0198405664989267,1.5536470830565536,2.3481477184854103,25481.344933420827
9,35.505,338065347.0,0.011627666317699051,0.19833109761270715,0.045268041462935685,0.0011725523691938115,1.0237018028098495,0.1447691786909317,1.0379010262859552,1.6651104602799323,1.8386759026744233,30909.893878425766,0.012045744577471979,0.2165953530458651,0.04549363771174177,0.0013303022661272344,1.1043229662248786,0.14913637155902673,1.039748689568015,1.7185555783168611,1.9394357369876545,27582.692443357344,0.011666378634296173,0.2110297373712624,0.044878607325756624,0.0013046575286961028,1.0538093882319473,0.15248062223306927,1.0484440132586872,1.6869333303273164,1.9205007026875052,26963.416261458624,0.012412057180540682,0.1964587732970825,0.04503763334407192,0.0014812727963268552,1.3752824294006956,0.1442965077216463,1.0414407880915335,1.6617023013752992,2.0271374835206366,26351.728437070316
