,stg,sky
opt,167470.0,167470.0
de,144294.0,144294.0
rnd,155265.0,155265.0
nn,152205.0,151644.0
dac,151393.0,150770.0
bo,167470.0,167470.0
ex,152816.0,157818.0
hi,155157.0,155673.0
n-de,0.13838896518779484,0.13838896518779484
n-rnd,0.07287872454768018,0.07287872454768018
n-nn,0.09115065384845047,0.09450050755359168
n-dac,0.09599928345375291,0.09971935271989013
n-bo,0.0,0.0
n-ex,0.08750223920702216,0.05763420314086105
n-hi,0.07352361617006031,0.07044246730757747
