,stg,sky
opt,846771.0,846771.0
de,489733.0,489733.0
rnd,762963.0,762963.0
nn,661250.0,552583.0
dac,523352.0,523872.0
bo,655550.0,634392.0
ex,649262.0,684842.0
hi,689880.0,795659.0
n-de,0.42164646640000664,0.42164646640000664
n-rnd,0.0989736304148347,0.0989736304148347
n-nn,0.2190922929576001,0.3474233293298897
n-dac,0.3819438785692944,0.3813297810151741
n-bo,0.22582374691622648,0.25081043162791355
n-ex,0.2332496034937427,0.19123115930989606
n-hi,0.18528149877593825,0.060361065742686036
